EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
912,35.0,Travel_Rarely,662.0,Sales,1.0,Doctor,Marketing,1.0,High,Male,94.0,High,3.0,Sales Executive,Good,Married,7294.999999999998,11439.0,1.0,Y,No,13.0,Excellent,Low,80.0,2.0,10.0,3.0,Excellent,10.0,8.0,0.0,6.0,No
913,45.0,Travel_Rarely,1234.0,Sales,11.0,College,Life Sciences,1.0,Very High,Female,90.0,High,4.0,Manager,Very High,Married,17650.0,5403.999999999998,3.0,Y,No,13.0,Excellent,Good,80.0,1.0,26.0,4.0,Outstanding,9.0,3.0,1.0,1.0,No
914,43.0,Travel_Frequently,1082.0,Research & Development,27.0,Bachelor,Life Sciences,1.0,High,Female,83.0,High,3.0,Manufacturing Director,Low,Married,10819.999999999996,11535.0,8.0,Y,No,11.0,Excellent,High,80.0,1.0,18.0,1.0,Excellent,8.0,7.0,0.0,1.0,No
915,47.0,Travel_Rarely,359.0,Research & Development,2.0,Master,Medical,1.0,Low,Female,82.0,High,4.0,Research Director,High,Married,17169.0,26703.0,3.0,Y,No,19.0,Excellent,Good,80.0,2.0,26.0,2.0,Outstanding,20.0,17.0,5.0,6.0,No
916,51.0,Travel_Rarely,1405.0,Research & Development,11.0,College,Technical Degree,1.0,Very High,Female,82.0,Good,4.0,Manufacturing Director,Good,Single,13141.999999999998,24439.0,3.0,Y,No,16.0,Excellent,Good,80.0,0.0,29.0,1.0,Good,5.0,2.0,0.0,3.0,No
917,46.0,Travel_Rarely,565.9999999999999,Research & Development,7.0,College,Medical,1.0,Very High,Male,75.0,High,3.0,Manufacturing Director,High,Divorced,10845.0,24208.0,6.0,Y,No,13.0,Excellent,Good,80.0,1.0,13.0,3.0,Excellent,8.0,7.0,0.0,7.0,No
918,44.0,Travel_Rarely,1376.0,Human Resources,1.0,College,Medical,1.0,Good,Male,91.0,Good,3.0,Human Resources,Low,Married,10482.0,2326.0,9.0,Y,No,14.0,Excellent,Very High,80.0,1.0,24.0,1.0,Excellent,20.0,6.0,3.0,6.0,Yes
919,29.0,Travel_Rarely,694.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Female,87.0,Good,4.0,Research Director,Very High,Divorced,16124.0,3423.0,3.0,Y,No,14.0,Excellent,Good,80.0,2.0,9.0,2.0,Good,7.0,7.0,1.0,7.0,No
920,46.0,Travel_Rarely,526.0,Sales,1.0,College,Marketing,1.0,Good,Female,92.0,High,3.0,Sales Executive,Low,Divorced,10453.0,2137.0,1.0,Y,No,25.0,Outstanding,High,80.0,3.0,24.0,2.0,Excellent,24.0,13.0,15.0,7.0,No
921,29.0,Travel_Rarely,340.99999999999994,Sales,1.0,Bachelor,Medical,1.0,Good,Female,48.0,Good,1.0,Sales Representative,High,Divorced,2800.000000000001,23522.0,6.0,Y,Yes,19.0,Excellent,High,80.0,3.0,5.0,3.0,Excellent,3.0,2.0,0.0,2.0,Yes
922,40.0,Travel_Rarely,759.0,Sales,2.0,College,Marketing,1.0,Very High,Female,46.0,High,2.0,Sales Executive,Good,Divorced,5715.0,22553.0,7.0,Y,No,12.0,Excellent,High,80.0,2.0,8.0,5.0,Excellent,5.0,4.0,1.0,3.0,No
923,30.0,Travel_Frequently,333.99999999999994,Sales,26.0,Master,Marketing,1.0,High,Female,52.0,Good,2.0,Sales Executive,Low,Single,6696.0,22967.0,5.0,Y,No,15.0,Excellent,High,80.0,0.0,9.0,5.0,Good,6.0,3.0,0.0,1.0,Yes
924,42.0,Travel_Rarely,932.0,Research & Development,1.0,College,Life Sciences,1.0,Very High,Female,43.0,Good,2.0,Manufacturing Director,Very High,Married,6061.999999999999,4051.0000000000036,9.0,Y,Yes,13.0,Excellent,Very High,80.0,1.0,8.0,4.0,Excellent,4.0,3.0,0.0,2.0,No
925,41.0,Non-Travel,509.0,Research & Development,2.0,Master,Other,1.0,Low,Female,62.0,Good,2.0,Healthcare Representative,High,Single,6811.0,2112.0,2.0,Y,Yes,17.0,Excellent,Low,80.0,0.0,10.0,3.0,Excellent,8.0,7.0,0.0,7.0,No
926,42.0,Non-Travel,494.9999999999999,Research & Development,2.0,Below College,Life Sciences,1.0,High,Male,37.0,High,4.0,Manager,High,Married,17861.0,26582.0,0.0,Y,Yes,13.0,Excellent,Very High,80.0,0.0,21.0,3.0,Good,20.0,8.0,2.0,10.0,No
927,25.0,Travel_Rarely,622.0,Sales,13.0,Below College,Medical,1.0,Good,Male,40.0,High,1.0,Sales Representative,High,Married,2096.0,26376.0,1.0,Y,No,11.0,Excellent,High,80.0,0.0,7.0,1.0,Excellent,7.0,4.0,0.0,6.0,No
928,31.0,Travel_Rarely,1365.0,Sales,13.0,Master,Medical,1.0,Good,Male,46.0,High,2.0,Sales Executive,Low,Divorced,4233.0,11512.0,2.0,Y,No,17.0,Excellent,High,80.0,0.0,9.0,2.0,Low,3.0,1.0,1.0,2.0,Yes
929,41.0,Travel_Rarely,482.9999999999999,Research & Development,6.0,Bachelor,Medical,1.0,Very High,Male,95.0,Good,2.0,Manufacturing Director,Good,Single,6032.000000000001,10110.0,6.0,Y,Yes,15.0,Excellent,Very High,80.0,0.0,8.0,3.0,Excellent,5.0,4.0,1.0,2.0,No
930,36.0,Travel_Rarely,428.9999999999999,Research & Development,2.0,Master,Life Sciences,1.0,High,Female,53.0,High,2.0,Manufacturing Director,Good,Single,5410.0,2323.0,9.0,Y,Yes,11.0,Excellent,Very High,80.0,0.0,18.0,2.0,Excellent,16.0,14.0,5.0,12.0,No
931,38.0,Travel_Frequently,471.0,Research & Development,12.0,Bachelor,Life Sciences,1.0,Low,Male,45.0,Good,2.0,Healthcare Representative,Low,Divorced,6287.999999999999,4284.0,2.0,Y,No,15.0,Excellent,High,80.0,1.0,13.0,3.0,Good,4.0,3.0,1.0,2.0,No
932,35.0,Travel_Rarely,1258.0000000000005,Research & Development,1.0,Master,Life Sciences,1.0,Very High,Female,40.0,Very High,1.0,Research Scientist,High,Single,2506.0000000000005,13301.0,3.0,Y,No,13.0,Excellent,High,80.0,0.0,7.0,0.0,Excellent,2.0,2.0,2.0,2.0,No
933,45.0,Non-Travel,1050.0,Sales,9.0,Master,Life Sciences,1.0,Good,Female,65.0,Good,2.0,Sales Executive,High,Married,5592.999999999999,17970.0,1.0,Y,No,13.0,Excellent,Very High,80.0,1.0,15.0,2.0,Excellent,15.0,10.0,4.0,12.0,No
934,47.0,Travel_Frequently,217.0,Sales,3.0,Bachelor,Medical,1.0,Very High,Female,49.0,High,4.0,Sales Executive,High,Divorced,13769.999999999998,10225.0,9.0,Y,Yes,12.0,Excellent,Very High,80.0,2.0,28.0,2.0,Good,22.0,2.0,11.0,13.0,No
935,56.0,Travel_Rarely,718.0,Research & Development,4.0,Master,Technical Degree,1.0,Very High,Female,92.0,High,5.0,Manager,Low,Divorced,19943.0,18575.0,4.0,Y,No,13.0,Excellent,Very High,80.0,1.0,28.0,2.0,Excellent,5.0,2.0,4.0,2.0,No
936,59.0,Non-Travel,1420.0,Human Resources,2.0,Master,Human Resources,1.0,High,Female,32.0,Good,5.0,Manager,Very High,Married,18844.000000000007,21922.000000000004,9.0,Y,No,21.0,Outstanding,Very High,80.0,1.0,30.0,3.0,Excellent,3.0,2.0,2.0,2.0,No
937,28.0,Travel_Rarely,654.0,Research & Development,1.0,College,Life Sciences,1.0,Low,Female,67.0,Low,1.0,Research Scientist,Good,Single,2216.0,3872.0,7.0,Y,Yes,13.0,Excellent,Very High,80.0,0.0,10.0,4.0,Excellent,7.0,7.0,3.0,7.0,Yes
938,50.0,Travel_Frequently,959.0,Sales,1.0,Master,Other,1.0,Very High,Male,81.0,High,2.0,Sales Executive,High,Single,4728.0,17251.0,3.0,Y,Yes,14.0,Excellent,Very High,80.0,0.0,5.0,4.0,Excellent,0.0,0.0,0.0,0.0,Yes
939,30.0,Travel_Rarely,946.0,Research & Development,2.0,Bachelor,Medical,1.0,High,Female,52.0,Good,2.0,Manufacturing Director,Very High,Single,6877.0,20234.0,5.0,Y,Yes,24.0,Outstanding,Good,80.0,0.0,12.0,4.0,Good,0.0,0.0,0.0,0.0,No
940,30.0,Travel_Rarely,125.0,Research & Development,9.0,College,Medical,1.0,Very High,Male,83.0,Good,1.0,Laboratory Technician,High,Single,2205.9999999999995,16117.0,1.0,Y,No,13.0,Excellent,Low,80.0,0.0,10.0,5.0,Excellent,10.0,0.0,1.0,8.0,No
941,21.0,Non-Travel,895.0,Sales,9.0,College,Medical,1.0,Low,Male,39.0,High,1.0,Sales Representative,Very High,Single,2610.0,2851.0,1.0,Y,No,24.0,Outstanding,High,80.0,0.0,3.0,3.0,Good,3.0,2.0,2.0,2.0,No
942,35.0,Travel_Rarely,622.0,Research & Development,14.0,Master,Other,1.0,High,Male,39.0,Good,1.0,Laboratory Technician,Good,Divorced,3742.9999999999995,10074.0,1.0,Y,Yes,24.0,Outstanding,Very High,80.0,1.0,5.0,2.0,Low,4.0,2.0,0.0,2.0,Yes
943,40.0,Travel_Rarely,1171.0,Research & Development,10.0,Master,Life Sciences,1.0,Very High,Female,46.0,Very High,1.0,Laboratory Technician,High,Married,2213.0,22494.999999999996,3.0,Y,Yes,13.0,Excellent,High,80.0,1.0,10.0,3.0,Excellent,7.0,7.0,1.0,7.0,No
944,56.0,Travel_Rarely,832.0,Research & Development,9.0,Bachelor,Medical,1.0,High,Male,81.0,High,4.0,Healthcare Representative,Very High,Married,11103.0,20420.0,7.0,Y,No,11.0,Excellent,High,80.0,0.0,30.0,1.0,Good,10.0,7.0,1.0,1.0,No
945,46.0,Travel_Rarely,1450.0,Research & Development,15.0,College,Life Sciences,1.0,Very High,Male,52.0,High,5.0,Research Director,Good,Married,19081.0,10849.0,5.0,Y,No,11.0,Excellent,Low,80.0,1.0,25.0,2.0,Excellent,4.0,2.0,0.0,3.0,No
946,40.0,Travel_Rarely,905.0,Research & Development,19.0,College,Medical,1.0,High,Male,99.0,High,2.0,Laboratory Technician,Very High,Married,2741.0,16523.0,8.0,Y,Yes,15.0,Excellent,High,80.0,1.0,15.0,2.0,Outstanding,7.0,2.0,3.0,7.0,No
947,46.0,Travel_Rarely,945.0,Human Resources,5.0,College,Medical,1.0,Good,Male,80.0,High,2.0,Human Resources,Good,Divorced,5021.000000000001,10425.0,8.0,Y,Yes,22.0,Outstanding,Very High,80.0,1.0,16.0,2.0,Excellent,4.0,2.0,0.0,2.0,No
948,35.0,Travel_Rarely,776.0,Sales,1.0,Master,Marketing,1.0,High,Male,32.0,Good,2.0,Sales Executive,Low,Single,4312.0,23016.0,0.0,Y,No,14.0,Excellent,Good,80.0,0.0,16.0,2.0,Excellent,15.0,13.0,2.0,8.0,No
949,40.0,Travel_Frequently,593.0,Research & Development,9.0,Master,Medical,1.0,Good,Female,88.0,High,3.0,Research Director,High,Single,13499.0,13782.0,9.0,Y,No,17.0,Excellent,High,80.0,0.0,20.0,3.0,Good,18.0,7.0,2.0,13.0,No
950,36.0,Non-Travel,427.00000000000006,Research & Development,8.0,Bachelor,Life Sciences,1.0,Low,Female,63.0,Very High,3.0,Research Director,Low,Married,11713.0,20335.0,9.0,Y,No,14.0,Excellent,Low,80.0,1.0,10.0,2.0,Excellent,8.0,7.0,0.0,5.0,No
951,43.0,Travel_Rarely,930.0,Research & Development,6.0,Bachelor,Medical,1.0,Low,Female,73.0,Good,2.0,Research Scientist,High,Single,4081.0,20003.0,1.0,Y,Yes,14.0,Excellent,Low,80.0,0.0,20.0,3.0,Low,20.0,7.0,1.0,8.0,No
952,31.0,Travel_Frequently,444.00000000000006,Sales,5.0,Bachelor,Marketing,1.0,Very High,Female,84.0,High,1.0,Sales Representative,Good,Divorced,2789.0,3908.999999999998,1.0,Y,No,11.0,Excellent,High,80.0,1.0,2.0,5.0,Good,2.0,2.0,2.0,2.0,No
953,36.0,Travel_Rarely,1041.0,Human Resources,13.0,Bachelor,Human Resources,1.0,High,Male,36.0,High,1.0,Human Resources,Good,Married,2143.0,25527.0,4.0,Y,No,13.0,Excellent,Good,80.0,1.0,8.0,2.0,Excellent,5.0,2.0,0.0,4.0,No
954,36.0,Travel_Rarely,363.0000000000001,Research & Development,1.0,Bachelor,Technical Degree,1.0,High,Female,77.0,Low,3.0,Manufacturing Director,Low,Divorced,10252.0,4235.000000000002,2.0,Y,Yes,21.0,Outstanding,High,80.0,1.0,17.0,2.0,Excellent,7.0,7.0,7.0,7.0,No
955,45.0,Travel_Rarely,954.0,Sales,2.0,College,Technical Degree,1.0,Good,Male,46.0,Low,2.0,Sales Representative,High,Single,6632.000000000001,12388.0,0.0,Y,No,13.0,Excellent,Low,80.0,0.0,9.0,3.0,Excellent,8.0,7.0,3.0,1.0,No
956,27.0,Non-Travel,1450.0,Research & Development,3.0,Bachelor,Medical,1.0,High,Male,79.0,Good,1.0,Research Scientist,High,Divorced,2565.9999999999995,25326.0,1.0,Y,Yes,15.0,Excellent,Very High,80.0,1.0,1.0,2.0,Good,1.0,1.0,0.0,1.0,No
957,51.0,Travel_Rarely,684.0,Research & Development,6.0,Bachelor,Life Sciences,1.0,Low,Male,51.0,High,5.0,Research Director,High,Single,19537.0,6462.000000000001,7.0,Y,No,13.0,Excellent,High,80.0,0.0,23.0,5.0,Excellent,20.0,18.0,15.0,15.0,No
958,53.0,Travel_Frequently,124.0,Sales,2.0,Bachelor,Marketing,1.0,High,Female,38.0,Good,3.0,Sales Executive,Good,Married,7525.0,23537.0,2.0,Y,No,12.0,Excellent,Low,80.0,1.0,30.0,2.0,Excellent,15.0,7.0,6.0,12.0,No
959,31.0,Travel_Frequently,533.9999999999999,Research & Development,20.0,Bachelor,Life Sciences,1.0,Low,Male,66.0,High,3.0,Healthcare Representative,High,Married,9824.0,22908.0,3.0,Y,No,12.0,Excellent,Low,80.0,0.0,12.0,2.0,Excellent,1.0,0.0,0.0,0.0,Yes
960,35.0,Travel_Rarely,1343.0,Research & Development,27.0,Below College,Medical,1.0,High,Female,53.0,Good,1.0,Research Scientist,Low,Single,2559.0,17852.0,1.0,Y,No,11.0,Excellent,Very High,80.0,0.0,6.0,3.0,Good,6.0,5.0,1.0,1.0,No
961,27.0,Travel_Rarely,1377.0,Research & Development,11.0,Below College,Life Sciences,1.0,Good,Male,91.0,High,1.0,Laboratory Technician,Low,Married,2098.9999999999995,7678.999999999998,0.0,Y,No,14.0,Excellent,Good,80.0,0.0,6.0,3.0,Outstanding,5.0,0.0,1.0,4.0,No
962,27.0,Travel_Rarely,1469.0,Research & Development,1.0,College,Medical,1.0,Very High,Male,82.0,High,1.0,Laboratory Technician,Good,Divorced,3816.0,17881.0,1.0,Y,No,11.0,Excellent,Good,80.0,1.0,5.0,2.0,Excellent,5.0,2.0,0.0,4.0,No
963,34.0,Travel_Rarely,470.0,Research & Development,2.0,Master,Life Sciences,1.0,Very High,Male,84.0,Good,2.0,Manufacturing Director,Low,Married,5956.999999999999,23687.0,6.0,Y,No,13.0,Excellent,Good,80.0,1.0,13.0,3.0,Excellent,11.0,9.0,5.0,9.0,No
964,24.0,Travel_Rarely,1353.0,Sales,3.0,College,Other,1.0,Low,Female,33.0,High,2.0,Sales Executive,High,Married,4999.0,17519.0,0.0,Y,No,21.0,Outstanding,Low,80.0,1.0,4.0,2.0,Good,3.0,2.0,0.0,2.0,No
965,38.0,Travel_Frequently,693.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,Very High,Male,57.0,Very High,1.0,Research Scientist,High,Divorced,2610.0,15748.0,1.0,Y,No,11.0,Excellent,Very High,80.0,3.0,4.0,2.0,Excellent,4.0,2.0,0.0,3.0,No
966,41.0,Non-Travel,256.0,Sales,10.0,College,Medical,1.0,High,Male,40.0,Low,2.0,Sales Executive,Good,Single,6151.0,22074.0,1.0,Y,No,13.0,Excellent,Low,80.0,0.0,19.0,4.0,Excellent,19.0,2.0,11.0,9.0,No
967,46.0,Travel_Rarely,488.0,Sales,2.0,Bachelor,Technical Degree,1.0,High,Female,75.0,Low,4.0,Manager,Good,Married,16872.0,14977.0,3.0,Y,Yes,12.0,Excellent,Good,80.0,1.0,28.0,2.0,Good,7.0,7.0,7.0,7.0,No
968,30.0,Travel_Rarely,1082.0,Sales,12.0,Bachelor,Technical Degree,1.0,Good,Female,83.0,High,2.0,Sales Executive,High,Single,6577.0,19557.999999999996,0.0,Y,No,11.0,Excellent,Good,80.0,0.0,6.0,6.0,Excellent,5.0,4.0,4.0,4.0,No
969,46.0,Travel_Rarely,430.00000000000006,Research & Development,1.0,Master,Medical,1.0,Very High,Male,40.0,High,5.0,Research Director,Very High,Divorced,19627.0,21445.0,9.0,Y,No,17.0,Excellent,Very High,80.0,2.0,23.0,0.0,Excellent,2.0,2.0,2.0,2.0,No
970,27.0,Travel_Rarely,975.0,Research & Development,7.0,Bachelor,Medical,1.0,Very High,Female,55.0,Good,2.0,Healthcare Representative,Low,Single,6811.0,23398.0,8.0,Y,No,19.0,Excellent,Low,80.0,0.0,9.0,2.0,Low,7.0,6.0,0.0,7.0,No
971,32.0,Travel_Frequently,1316.0000000000002,Research & Development,2.0,College,Life Sciences,1.0,Very High,Female,38.0,High,2.0,Research Scientist,High,Single,4998.0,2338.0,4.0,Y,Yes,14.0,Excellent,Very High,80.0,0.0,10.0,2.0,Excellent,8.0,7.0,0.0,7.0,No
972,41.0,Travel_Rarely,896.0,Sales,6.0,Bachelor,Life Sciences,1.0,Very High,Female,75.0,High,3.0,Manager,Very High,Single,13591.0,14674.000000000002,3.0,Y,Yes,18.0,Excellent,High,80.0,0.0,16.0,3.0,Excellent,1.0,0.0,0.0,0.0,No
973,21.0,Travel_Frequently,756.0,Sales,1.0,Below College,Technical Degree,1.0,Low,Female,99.0,Good,1.0,Sales Representative,Good,Single,2174.0,9150.0,1.0,Y,Yes,11.0,Excellent,High,80.0,0.0,3.0,3.0,Excellent,3.0,2.0,1.0,2.0,Yes
974,34.0,Travel_Frequently,560.0,Research & Development,1.0,Master,Other,1.0,Very High,Male,91.0,High,1.0,Research Scientist,Low,Divorced,2996.0,20284.0,5.0,Y,No,14.0,Excellent,High,80.0,2.0,10.0,2.0,Excellent,4.0,3.0,1.0,3.0,No
975,36.0,Travel_Frequently,565.9999999999999,Research & Development,18.0,Master,Life Sciences,1.0,High,Male,81.0,Very High,1.0,Laboratory Technician,Very High,Married,3688.0,7122.0,4.0,Y,No,18.0,Excellent,Very High,80.0,2.0,4.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
976,34.0,Travel_Frequently,303.0,Sales,2.0,Master,Marketing,1.0,High,Female,75.0,High,1.0,Sales Representative,High,Married,2230.9999999999995,11314.0,6.0,Y,No,18.0,Excellent,Very High,80.0,1.0,6.0,3.0,Excellent,4.0,3.0,1.0,2.0,No
977,26.0,Travel_Rarely,1357.0,Research & Development,25.0,Bachelor,Life Sciences,1.0,Low,Male,48.0,Low,1.0,Laboratory Technician,High,Single,2293.0,10557.999999999998,1.0,Y,No,12.0,Excellent,High,80.0,0.0,1.0,2.0,Good,1.0,0.0,0.0,1.0,Yes
978,48.0,Travel_Rarely,969.0,Research & Development,2.0,College,Technical Degree,1.0,Very High,Male,76.0,Very High,1.0,Laboratory Technician,Good,Single,2559.0,16620.0,5.0,Y,No,11.0,Excellent,High,80.0,0.0,7.0,4.0,Good,1.0,0.0,0.0,0.0,No
979,53.0,Travel_Rarely,1084.0,Research & Development,13.0,College,Medical,1.0,Very High,Female,57.0,Very High,2.0,Manufacturing Director,Low,Divorced,4450.0,26250.0,1.0,Y,No,11.0,Excellent,High,80.0,2.0,5.0,3.0,Excellent,4.0,2.0,1.0,3.0,No
980,39.0,Travel_Rarely,1498.0,Sales,21.0,Master,Life Sciences,1.0,Low,Male,44.0,Good,2.0,Sales Executive,Very High,Married,6120.0,3567.0,3.0,Y,Yes,12.0,Excellent,Very High,80.0,2.0,8.0,2.0,Outstanding,5.0,4.0,1.0,4.0,No
981,31.0,Travel_Rarely,326.0000000000001,Sales,8.0,College,Life Sciences,1.0,Low,Male,31.0,High,3.0,Sales Executive,Very High,Divorced,10793.0,8386.0,1.0,Y,No,18.0,Excellent,Low,80.0,1.0,13.0,5.0,Excellent,13.0,7.0,9.0,9.0,No
982,27.0,Travel_Frequently,793.0,Sales,2.0,Below College,Life Sciences,1.0,Very High,Male,43.0,Low,2.0,Sales Executive,Very High,Single,5071.0,20392.0,3.0,Y,No,20.0,Outstanding,Good,80.0,0.0,8.0,3.0,Excellent,6.0,2.0,0.0,0.0,No
983,45.0,Travel_Rarely,930.0,Sales,9.0,Bachelor,Marketing,1.0,Very High,Male,74.0,High,3.0,Sales Executive,Low,Divorced,10761.0,19239.0,4.0,Y,Yes,12.0,Excellent,High,80.0,1.0,18.0,2.0,Excellent,5.0,4.0,0.0,2.0,No
984,32.0,Travel_Frequently,1311.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,Good,Male,100.0,Very High,1.0,Laboratory Technician,Good,Married,2794.0,26062.0,1.0,Y,No,20.0,Outstanding,High,80.0,0.0,5.0,3.0,Low,5.0,1.0,0.0,3.0,No
985,56.0,Travel_Rarely,1400.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,Very High,Male,49.0,Low,3.0,Manufacturing Director,Very High,Single,7260.000000000002,21698.0,4.0,Y,No,11.0,Excellent,Low,80.0,0.0,37.0,3.0,Good,6.0,4.0,0.0,2.0,No
986,51.0,Travel_Rarely,1169.0,Research & Development,7.0,Master,Medical,1.0,Good,Male,34.0,Good,2.0,Manufacturing Director,High,Married,6132.0,13983.0,2.0,Y,No,17.0,Excellent,High,80.0,0.0,10.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
987,50.0,Travel_Rarely,691.0,Research & Development,2.0,Bachelor,Medical,1.0,High,Male,64.0,High,4.0,Research Director,High,Married,17639.0,6881.0,5.0,Y,No,16.0,Excellent,Very High,80.0,0.0,30.0,3.0,Excellent,4.0,3.0,0.0,3.0,No
988,28.0,Travel_Rarely,950.0,Research & Development,3.0,Bachelor,Medical,1.0,Very High,Female,93.0,High,3.0,Manufacturing Director,Good,Divorced,7655.0,8039.0,0.0,Y,No,17.0,Excellent,Good,80.0,3.0,10.0,3.0,Good,9.0,7.0,1.0,7.0,No
989,33.0,Travel_Frequently,827.0,Research & Development,29.0,Master,Medical,1.0,Low,Female,54.0,Good,2.0,Research Scientist,High,Single,4508.0,3129.0,1.0,Y,No,22.0,Outstanding,Good,80.0,0.0,14.0,4.0,Excellent,13.0,7.0,3.0,8.0,Yes
990,29.0,Travel_Rarely,906.0,Research & Development,10.0,Bachelor,Life Sciences,1.0,Very High,Female,92.0,Good,1.0,Research Scientist,Low,Single,2404.0,11478.999999999998,6.0,Y,Yes,20.0,Outstanding,High,80.0,0.0,3.0,5.0,Excellent,0.0,0.0,0.0,0.0,Yes
991,41.0,Travel_Rarely,549.0,Research & Development,7.0,College,Medical,1.0,Very High,Female,42.0,High,2.0,Manufacturing Director,High,Single,5003.0,23371.0,6.0,Y,No,14.0,Excellent,Good,80.0,0.0,8.0,6.0,Excellent,2.0,2.0,2.0,1.0,No
992,52.0,Travel_Rarely,723.0,Research & Development,8.0,Master,Medical,1.0,High,Male,85.0,Good,2.0,Research Scientist,Good,Married,4941.0,17747.0,2.0,Y,No,15.0,Excellent,Low,80.0,0.0,11.0,3.0,Good,8.0,2.0,7.0,7.0,Yes
993,22.0,Travel_Frequently,1256.0,Research & Development,3.0,Master,Life Sciences,1.0,High,Male,48.0,Good,1.0,Research Scientist,Very High,Married,2853.0,4223.000000000002,0.0,Y,Yes,11.0,Excellent,Good,80.0,1.0,1.0,5.0,Excellent,0.0,0.0,0.0,0.0,Yes
994,28.0,Travel_Rarely,1179.0,Research & Development,19.0,Master,Medical,1.0,Very High,Male,78.0,Good,1.0,Laboratory Technician,Low,Married,3196.0,12449.0,1.0,Y,No,12.0,Excellent,High,80.0,3.0,6.0,2.0,Excellent,6.0,5.0,3.0,3.0,No
995,27.0,Travel_Rarely,1115.0,Research & Development,3.0,Master,Medical,1.0,Low,Male,54.0,Good,1.0,Research Scientist,Very High,Single,2045.0000000000005,15174.0,0.0,Y,No,13.0,Excellent,Very High,80.0,0.0,5.0,0.0,Excellent,4.0,2.0,1.0,1.0,No
996,47.0,Travel_Frequently,1309.0,Sales,4.0,Below College,Medical,1.0,Good,Male,99.0,High,2.0,Sales Representative,High,Single,2976.0,25751.0,3.0,Y,No,19.0,Excellent,Low,80.0,0.0,5.0,3.0,Excellent,0.0,0.0,0.0,0.0,No
997,44.0,Non-Travel,489.0,Research & Development,23.0,Bachelor,Medical,1.0,Good,Male,67.0,High,2.0,Laboratory Technician,Good,Married,2042.0,25043.0,4.0,Y,No,12.0,Excellent,High,80.0,1.0,17.0,3.0,Outstanding,3.0,2.0,1.0,2.0,No
998,33.0,Travel_Rarely,931.0,Research & Development,14.0,Bachelor,Medical,1.0,Very High,Female,72.0,High,1.0,Research Scientist,Good,Married,2755.9999999999995,4672.999999999998,1.0,Y,No,13.0,Excellent,Very High,80.0,1.0,8.0,5.0,Excellent,8.0,7.0,1.0,6.0,No
999,35.0,Travel_Rarely,819.0,Research & Development,2.0,Bachelor,Life Sciences,1.0,High,Male,44.0,Good,3.0,Manufacturing Director,Good,Divorced,10274.0,19588.0,2.0,Y,No,18.0,Excellent,Good,80.0,1.0,15.0,2.0,Outstanding,7.0,7.0,6.0,4.0,No
1000,45.0,Travel_Rarely,193.0,Research & Development,6.0,Master,Other,1.0,Very High,Male,52.0,High,3.0,Research Director,Low,Married,13245.0,15066.999999999998,4.0,Y,Yes,14.0,Excellent,Good,80.0,0.0,17.0,3.0,Outstanding,0.0,0.0,0.0,0.0,No
1001,35.0,Travel_Rarely,583.0,Research & Development,25.0,Master,Medical,1.0,High,Female,57.0,High,3.0,Healthcare Representative,High,Divorced,10387.999999999998,6975.000000000001,1.0,Y,Yes,11.0,Excellent,High,80.0,1.0,16.0,3.0,Good,16.0,10.0,10.0,1.0,No
1002,34.0,Travel_Rarely,1354.0,Research & Development,5.0,Bachelor,Medical,1.0,High,Female,45.0,Good,3.0,Manager,Low,Single,11630.999999999995,5615.0,2.0,Y,No,12.0,Excellent,Very High,80.0,0.0,14.0,6.0,Excellent,11.0,10.0,5.0,8.0,No
1003,24.0,Travel_Rarely,1476.0,Sales,4.0,Below College,Medical,1.0,Very High,Female,42.0,High,2.0,Sales Executive,High,Married,4162.0,15211.0,1.0,Y,Yes,12.0,Excellent,High,80.0,2.0,5.0,3.0,Excellent,5.0,4.0,0.0,3.0,No
1004,26.0,Travel_Rarely,950.0,Sales,4.0,Master,Marketing,1.0,Very High,Male,48.0,Good,2.0,Sales Executive,Very High,Single,5828.000000000001,8450.0,1.0,Y,Yes,12.0,Excellent,Good,80.0,0.0,8.0,0.0,Excellent,8.0,7.0,7.0,4.0,Yes
1005,32.0,Travel_Rarely,499.00000000000006,Sales,2.0,Below College,Marketing,1.0,High,Male,36.0,High,2.0,Sales Executive,Good,Married,4078.0,20497.0,0.0,Y,Yes,13.0,Excellent,Low,80.0,3.0,4.0,3.0,Good,3.0,2.0,1.0,2.0,No
